    number     Model      flag        RD         g       g_N       g_I      g_hH      g_hL       p_N       p_I     eps_N     eps_I
        11         3         1    0.0344    0.0705    0.0679    0.0679    0.0026    0.0026    0.7610    0.2842    0.0419    0.0157
        12         3         1    0.0235    0.0254    0.0215    0.0215    0.0039    0.0039    1.2918    0.4824    0.0153    0.0057
        12         3         1    0.0238    0.0257    0.0219    0.0219    0.0039    0.0039    1.2798    0.4779    0.0156    0.0058
        12         3         1    0.0240    0.0261    0.0223    0.0223    0.0038    0.0038    1.2680    0.4735    0.0159    0.0059
        12         3         1    0.0242    0.0265    0.0227    0.0227    0.0038    0.0038    1.2566    0.4693    0.0162    0.0061
        12         3         1    0.0244    0.0268    0.0231    0.0231    0.0038    0.0038    1.2456    0.4651    0.0165    0.0062
        12         3         1    0.0246    0.0272    0.0234    0.0234    0.0038    0.0038    1.2348    0.4611    0.0168    0.0063
        12         3         1    0.0248    0.0276    0.0238    0.0238    0.0037    0.0037    1.2243    0.4572    0.0172    0.0064
        12         3         1    0.0250    0.0280    0.0242    0.0242    0.0037    0.0037    1.2141    0.4534    0.0175    0.0065
        12         3         1    0.0252    0.0283    0.0246    0.0246    0.0037    0.0037    1.2041    0.4496    0.0178    0.0066
        12         3         1    0.0254    0.0287    0.0250    0.0250    0.0037    0.0037    1.1943    0.4460    0.0181    0.0068
        12         3         1    0.0256    0.0291    0.0254    0.0254    0.0037    0.0037    1.1848    0.4424    0.0184    0.0069
        12         3         1    0.0258    0.0295    0.0258    0.0258    0.0036    0.0036    1.1755    0.4390    0.0188    0.0070
        12         3         1    0.0260    0.0298    0.0262    0.0262    0.0036    0.0036    1.1664    0.4356    0.0191    0.0071
        12         3         1    0.0262    0.0302    0.0266    0.0266    0.0036    0.0036    1.1575    0.4323    0.0194    0.0072
        12         3         1    0.0264    0.0306    0.0270    0.0270    0.0036    0.0036    1.1488    0.4290    0.0197    0.0074
        12         3         1    0.0265    0.0310    0.0274    0.0274    0.0036    0.0036    1.1403    0.4258    0.0200    0.0075
        12         3         1    0.0267    0.0313    0.0278    0.0278    0.0035    0.0035    1.1319    0.4227    0.0203    0.0076
        12         3         1    0.0269    0.0317    0.0282    0.0282    0.0035    0.0035    1.1237    0.4196    0.0207    0.0077
        12         3         1    0.0271    0.0321    0.0286    0.0286    0.0035    0.0035    1.1156    0.4166    0.0210    0.0078
        12         3         1    0.0273    0.0325    0.0290    0.0290    0.0035    0.0035    1.1077    0.4137    0.0213    0.0080
        12         3         1    0.0274    0.0328    0.0294    0.0294    0.0035    0.0035    1.1000    0.4108    0.0216    0.0081
        12         3         1    0.0276    0.0332    0.0298    0.0298    0.0034    0.0034    1.0924    0.4079    0.0220    0.0082
        12         3         1    0.0278    0.0336    0.0302    0.0302    0.0034    0.0034    1.0849    0.4051    0.0223    0.0083
        12         3         1    0.0280    0.0340    0.0305    0.0305    0.0034    0.0034    1.0775    0.4024    0.0226    0.0084
        12         3         1    0.0281    0.0343    0.0309    0.0309    0.0034    0.0034    1.0703    0.3997    0.0229    0.0086
        12         3         1    0.0283    0.0347    0.0313    0.0313    0.0034    0.0034    1.0631    0.3970    0.0232    0.0087
        12         3         1    0.0285    0.0351    0.0317    0.0317    0.0034    0.0034    1.0561    0.3944    0.0236    0.0088
        12         3         1    0.0286    0.0355    0.0321    0.0321    0.0034    0.0034    1.0492    0.3918    0.0239    0.0089
        12         3         1    0.0288    0.0358    0.0325    0.0325    0.0033    0.0033    1.0424    0.3893    0.0242    0.0090
        12         3         1    0.0290    0.0362    0.0329    0.0329    0.0033    0.0033    1.0358    0.3868    0.0245    0.0092
        12         3         1    0.0291    0.0366    0.0333    0.0333    0.0033    0.0033    1.0292    0.3843    0.0249    0.0093
        12         3         1    0.0293    0.0370    0.0337    0.0337    0.0033    0.0033    1.0227    0.3819    0.0252    0.0094
        12         3         1    0.0505    0.0205    0.0171    0.0171    0.0034    0.0034    1.7333   -0.0290    0.0119    0.0044
        12         3         1    0.0499    0.0247    0.0231    0.0231    0.0015    0.0015    1.3147    0.7447    0.0166    0.0062
        12         3         1    0.0297    0.0381    0.0349    0.0349    0.0033    0.0033    1.0038    0.3748    0.0262    0.0098
        12         3         1    0.0299    0.0385    0.0353    0.0353    0.0032    0.0032    0.9976    0.3725    0.0265    0.0099
        12         3         1    0.0300    0.0389    0.0357    0.0357    0.0032    0.0032    0.9916    0.3703    0.0268    0.0100
        12         3         1    0.0302    0.0393    0.0361    0.0361    0.0032    0.0032    0.9856    0.3681    0.0272    0.0101
        12         3         1    0.0303    0.0397    0.0364    0.0364    0.0032    0.0032    0.9797    0.3659    0.0275    0.0103
        12         3         1    0.0305    0.0400    0.0368    0.0368    0.0032    0.0032    0.9739    0.3637    0.0278    0.0104
        12         3         1    0.0306    0.0404    0.0372    0.0372    0.0032    0.0032    0.9682    0.3616    0.0282    0.0105
        12         3         1    0.0308    0.0408    0.0376    0.0376    0.0032    0.0032    0.9625    0.3594    0.0285    0.0106
        12         3         1    0.0309    0.0412    0.0380    0.0380    0.0032    0.0032    0.9570    0.3574    0.0288    0.0108
        12         3         1    0.0311    0.0416    0.0384    0.0384    0.0031    0.0031    0.9514    0.3553    0.0292    0.0109
        12         3         1    0.0312    0.0420    0.0388    0.0388    0.0031    0.0031    0.9460    0.3533    0.0295    0.0110
        12         3         1    0.0313    0.0423    0.0392    0.0392    0.0031    0.0031    0.9406    0.3513    0.0298    0.0111
        12         3         1    0.0315    0.0427    0.0396    0.0396    0.0031    0.0031    0.9353    0.3493    0.0302    0.0113
        12         3         1    0.0316    0.0431    0.0400    0.0400    0.0031    0.0031    0.9301    0.3473    0.0305    0.0114
        12         3         1    0.0317    0.0435    0.0404    0.0404    0.0031    0.0031    0.9249    0.3454    0.0308    0.0115
        12         3         1    0.0319    0.0439    0.0408    0.0408    0.0031    0.0031    0.9197    0.3435    0.0312    0.0116
        12         3         1    0.0320    0.0443    0.0412    0.0412    0.0031    0.0031    0.9147    0.3416    0.0315    0.0118
        12         3         1    0.0321    0.0447    0.0416    0.0416    0.0031    0.0031    0.9097    0.3397    0.0318    0.0119
        12         3         1    0.0323    0.0450    0.0420    0.0420    0.0031    0.0031    0.9047    0.3378    0.0322    0.0120
        12         3         1    0.0324    0.0454    0.0424    0.0424    0.0030    0.0030    0.8998    0.3360    0.0325    0.0121
        12         3         1    0.0325    0.0458    0.0428    0.0428    0.0030    0.0030    0.8950    0.3342    0.0329    0.0123
        12         3         1    0.0327    0.0462    0.0432    0.0432    0.0030    0.0030    0.8902    0.3324    0.0332    0.0124
        12         3         1    0.0328    0.0466    0.0436    0.0436    0.0030    0.0030    0.8855    0.3307    0.0335    0.0125
        12         3         1    0.0329    0.0470    0.0440    0.0440    0.0030    0.0030    0.8808    0.3289    0.0339    0.0127
        12         3         1    0.0330    0.0474    0.0444    0.0444    0.0030    0.0030    0.8762    0.3272    0.0342    0.0128
        12         3         1    0.0331    0.0478    0.0448    0.0448    0.0030    0.0030    0.8716    0.3255    0.0346    0.0129
        12         3         1    0.0333    0.0482    0.0452    0.0452    0.0030    0.0030    0.8670    0.3238    0.0349    0.0130
        12         3         1    0.0334    0.0485    0.0456    0.0456    0.0030    0.0030    0.8626    0.3221    0.0352    0.0132
        12         3         1    0.0335    0.0489    0.0460    0.0460    0.0030    0.0030    0.8581    0.3204    0.0356    0.0133
        12         3         1    0.0336    0.0493    0.0464    0.0464    0.0030    0.0030    0.8537    0.3188    0.0359    0.0134
        12         3         1    0.0337    0.0497    0.0468    0.0468    0.0030    0.0030    0.8494    0.3172    0.0363    0.0135
        12         3         1    0.0339    0.0501    0.0472    0.0472    0.0029    0.0029    0.8451    0.3156    0.0366    0.0137
        12         3         1    0.0340    0.0505    0.0476    0.0476    0.0029    0.0029    0.8408    0.3140    0.0370    0.0138
        12         3         1    0.0341    0.0509    0.0480    0.0480    0.0029    0.0029    0.8366    0.3124    0.0373    0.0139
        12         3         1    0.0342    0.0513    0.0484    0.0484    0.0029    0.0029    0.8325    0.3109    0.0377    0.0141
        12         3         1    0.0343    0.0517    0.0488    0.0488    0.0029    0.0029    0.8283    0.3093    0.0380    0.0142
        12         3         1    0.0344    0.0521    0.0492    0.0492    0.0029    0.0029    0.8242    0.3078    0.0384    0.0143
        12         3         1    0.0345    0.0525    0.0496    0.0496    0.0029    0.0029    0.8202    0.3063    0.0387    0.0145
        12         3         1    0.0346    0.0529    0.0500    0.0500    0.0029    0.0029    0.8162    0.3048    0.0390    0.0146
        12         3         1    0.0348    0.0533    0.0504    0.0504    0.0029    0.0029    0.8122    0.3033    0.0394    0.0147
        12         3         1    0.0349    0.0537    0.0508    0.0508    0.0029    0.0029    0.8083    0.3018    0.0397    0.0148
        12         3         1    0.0350    0.0540    0.0512    0.0512    0.0029    0.0029    0.8044    0.3004    0.0401    0.0150
        12         3         1    0.0351    0.0544    0.0516    0.0516    0.0029    0.0029    0.8006    0.2989    0.0404    0.0151
        12         3         1    0.0352    0.0548    0.0520    0.0520    0.0029    0.0029    0.7967    0.2975    0.0408    0.0152
        12         3         1    0.0353    0.0552    0.0524    0.0524    0.0029    0.0029    0.7930    0.2961    0.0411    0.0154
        12         3         1    0.0354    0.0556    0.0528    0.0528    0.0028    0.0028    0.7892    0.2947    0.0415    0.0155
        12         3         1    0.0355    0.0560    0.0532    0.0532    0.0028    0.0028    0.7855    0.2933    0.0419    0.0156
        12         3         1    0.0356    0.0564    0.0536    0.0536    0.0028    0.0028    0.7818    0.2920    0.0422    0.0158
        12         3         1    0.0357    0.0568    0.0540    0.0540    0.0028    0.0028    0.7782    0.2906    0.0426    0.0159
        12         3         1    0.0358    0.0572    0.0544    0.0544    0.0028    0.0028    0.7746    0.2892    0.0429    0.0160
        12         3         1    0.0359    0.0576    0.0548    0.0548    0.0028    0.0028    0.7710    0.2879    0.0433    0.0162
        12         3         1    0.0360    0.0580    0.0552    0.0552    0.0028    0.0028    0.7675    0.2866    0.0436    0.0163
        12         3         1    0.0361    0.0584    0.0556    0.0556    0.0028    0.0028    0.7639    0.2853    0.0440    0.0164
        12         3         1    0.0362    0.0588    0.0560    0.0560    0.0028    0.0028    0.7605    0.2840    0.0443    0.0166
        12         3         1    0.0363    0.0592    0.0564    0.0564    0.0028    0.0028    0.7570    0.2827    0.0447    0.0167
        12         3         1    0.0364    0.0596    0.0568    0.0568    0.0028    0.0028    0.7536    0.2814    0.0450    0.0168
        12         3         1    0.0365    0.0600    0.0572    0.0572    0.0028    0.0028    0.7502    0.2801    0.0454    0.0170
        12         3         1    0.0366    0.0604    0.0576    0.0576    0.0028    0.0028    0.7469    0.2789    0.0458    0.0171
        12         3         1    0.0367    0.0608    0.0580    0.0580    0.0028    0.0028    0.7435    0.2777    0.0461    0.0172
        12         3         1    0.0368    0.0612    0.0584    0.0584    0.0028    0.0028    0.7402    0.2764    0.0465    0.0174
        12         3         1    0.0368    0.0616    0.0589    0.0589    0.0028    0.0028    0.7370    0.2752    0.0468    0.0175
        12         3         1    0.0369    0.0620    0.0593    0.0593    0.0027    0.0027    0.7337    0.2740    0.0472    0.0176
        12         3         1    0.0370    0.0624    0.0597    0.0597    0.0027    0.0027    0.7305    0.2728    0.0476    0.0178
        12         3         1    0.0371    0.0628    0.0601    0.0601    0.0027    0.0027    0.7273    0.2716    0.0479    0.0179
        12         3         1    0.0372    0.0632    0.0605    0.0605    0.0027    0.0027    0.7242    0.2704    0.0483    0.0180
